query,generated_answer,ground_truth_answer,ground_truth_doc_id,retrieved_doc_ids,Recall@3,MRR,BERTScore_P,BERTScore_R,BERTScore_F1
Are probiotics recommended for preterm infants?,"According to the provided context, probiotics may be considered for human-milk-fed very preterm infants less than 32 weeks' gestation. However, the recommendation is conditional on shared decision-making with parents, which includes informing them about the benefits and risks and the need for further research.

As stated in the context, ""RECOMMENDATION A.11 (NEW): Probiotics may be considered for human-milk-fed very preterm infants (< 32 weeks’ gestation)"". 

It's also mentioned that the World Health Organization (WHO) did not make a recommendation for infants born after 32 weeks' gestation due to insufficient data. Additionally, the WHO did not make a recommendation on type, formulation, dose, timing, or duration of probiotic administration as there was insufficient evidence. Therefore, the type, formulation, dose, timing, and duration should be based on clinical judgement.","Probiotics may be considered for human milk-fed very preterm infants, as part of preventive care.",low-birth-weight-infant_HNN,"['low-birth-weight-infant_HNN', 'low-birth-weight-infant_HNN', 'low-birth-weight-infant_HNN']",1,1.0,0.8222811222076416,0.9085092544555664,0.8632472157478333
Is emollient therapy beneficial for preterm babies?,"According to the context provided, Routine application of topical emollients in term, healthy newborns for the prevention of skin conditions is NOT RECOMMENDED (Recommendation 31). The guideline development group agreed that there was insufficient evidence on the benefits and harms of routine application of topical emollients in term, healthy newborns for either preventing skin conditions or atopic sensitization to allergens.

However, the guideline does mention that the lack of evidence on key neonatal outcomes does not necessarily mean that emollient use is harmless. Additionally, the guideline raises concerns about the potential risk of harm with certain types of emollients from pilot randomized controlled trials and observational studies in term newborns and adults, and in studies of preterm newborns and animals.

Therefore, it seems that the current evidence does not support the routine use of emollients in preterm babies, but further research is needed to fully understand the effects of emollients on preterm infants.","Yes, the application of topical oil (emollients) may be considered for preterm or low-birth-weight infants.",low-birth-weight-infant_HNN,"['maternal_and_newborn_care_HNN', 'maternal_and_newborn_care_HNN', 'low-birth-weight-infant_HNN']",1,0.3333333333333333,0.8298248052597046,0.8860863447189331,0.8570331931114197
How should feeding volume be increased for preterm babies?,"According to the provided context, for preterm babies, especially those weighing under 1.5 kg, feed volumes can be increased by up to 30 ml/kg per day, conditional on careful monitoring for feed intolerance. This recommendation is based on moderate-certainty evidence.

It's also mentioned that the threshold for fast feed advancement is generally considered to be 30 ml/kg per day, which is also consistent with many national guidelines. However, the context notes that the optimal increase in feeding volume may vary depending on individual circumstances, such as the type of milk being fed (human milk or formula).

For example, the context states that the World Health Organization (WHO) previously recommended that feeds could be advanced by up to 30 ml/kg per day with careful monitoring for feed intolerance in infants weighing under 1.5 kg, but notes that further research is needed to understand the neurodevelopmental effects of fast feed advancement.

Can I help you with anything else regarding preterm feeding?"," For infants requiring alternative feeding methods, such as gastric tube or cup feeding, feed volumes can be increased by up to 30 ml/kg per day.",low-birth-weight-infant_HNN,"['low-birth-weight-infant_HNN', 'low-birth-weight-infant_HNN', 'low-birth-weight-infant_HNN']",1,1.0,0.8341817855834961,0.9025987386703491,0.8670426607131958
What is hypoxaemia and why is it dangerous in children?,"According to the context, hypoxaemia refers to ""low levels of oxygen in the blood"" or ""low blood oxygen saturation"", which can lead to inadequate oxygen delivery to tissues and organs, resulting in organ dysfunction and potentially death.

In children, hypoxaemia is particularly dangerous because it can be caused by various conditions, including pneumonia, acute respiratory tract infections, and other serious illnesses. As stated in the context, ""if hypoxia is not recognized, it results in organ dysfunction and death."" (Section 2.1, Definitions)

Additionally, children living at high altitude are more susceptible to severe hypoxaemia due to lower oxygen levels in the air, and in some cases, severe pneumonia can progress rapidly to severe hypoxaemia, requiring oxygen therapy. (Section 2.3.1 Acute respiratory infections)

It's also worth noting that hypoxaemia can be a complication of other conditions, such as asthma, meningitis, sepsis, heart failure, cardiac arrest, trauma, carbon monoxide poisoning, and obstetric and perioperative emergencies. (Section 2.3.2 Other conditions)","Hypoxaemia is a condition where there is a low level of oxygen in the blood. It is life-threatening because it can lead to organ dysfunction and death, especially in children with pneumonia, neonatal conditions, or during surgical emergencies.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.8367615938186646,0.9050807356834412,0.869581401348114
What is the normal SpO_ level in children?,"According to the context, in children, the normal SpO2 level is not explicitly stated, but it is mentioned that a lower limit of 94% (mean minus 2 standard deviations) is considered normal. However, it is also mentioned that at high altitudes, the normal SpO2 level is lower. For children living at altitudes > 2500m, a lower level of saturation, such as SpO2 ≤ 87%, could be used as a threshold for giving oxygen. 

It's also mentioned that in infants aged < 2 months, signs of severe respiratory distress (tachypnoea, severe chest indrawing, head nodding or grunting) should always be given oxygen, and oxygen should always be given continuously until normal saturation is maintained without oxygen.

In general, the context suggests that the normal SpO2 level can vary depending on factors such as altitude, age, and individual patient characteristics.","At sea level, normal SpO_ levels range from 97% to 99%. A threshold of <90% is commonly used to initiate oxygen therapy, as lower levels may rapidly progress to critical oxygen deficiency.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.8267714381217957,0.8749659657478333,0.850186288356781
How can health workers detect hypoxaemia?,"According to the context, health workers can detect hypoxaemia through clinical signs, which include:

* Central cyanosis (blue colouring of the tongue or gums)
* Nasal flaring
* Inability to drink or feed (due to respiratory distress)
* Grunting with every breath
* Depressed mental state (i.e. drowsy, lethargic)

However, even with these clinical signs, the accuracy of detection may vary, and pulse oximetry is considered the most accurate non-invasive method for detecting hypoxaemia. Additionally, pulse oximetry can also be used to monitor oxygen levels and guide administration of oxygen therapy.

It is also mentioned that in emergency situations, health workers can identify patients who require oxygen using the ""3TPR MOB"" mnemonic, which stands for:

* SpO2 < 90%
* Central cyanosis
* Nasal flaring
* Inability to drink or feed (due to respiratory distress)
* Grunting with every breath
* Depressed mental state (i.e. drowsy, lethargic)

Source: [START_OF_CONTEXT], DETECTING HYPOXAEMIA, page [insert page number].","Pulse oximetry is the recommended method for detecting hypoxaemia. If not available, clinical signs such as central cyanosis, nasal flaring, grunting, and inability to feed may be used as indicators.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.8044304847717285,0.8915562033653259,0.845755398273468
What are some clinical signs of hypoxaemia in neonates?,"According to the context, in neonates, no single clinical sign can be used to identify all hypoxaemic babies. However, some clinical signs that may suggest hypoxaemia in neonates include: 

1. Central cyanosis - Oxygenated haemoglobin is red, while deoxygenated haemoglobin is blue, resulting in blue discoloration of the skin and mucous membranes. 
2. Grunting with every breath. 
3. Depressed mental state, i.e., drowsy, lethargic. 
4. Severe lower chest wall indrawing. 
5. Respiratory rate of ≥ 60 per minute (although in the text it is mentioned that respiratory rate ≥ 70/min is a general indicator for children, for neonates it is 60 per minute).

It's worth noting that these signs may not be present in all hypoxic neonates, and pulse oximetry is considered a more accurate method for detecting hypoxaemia in neonates. According to the text, ""Several studies have shown that, in neonates, fast breathing is both insensitive (i.e., many children with fast breathing are not hypoxaemic) for detecting hypoxaemia.""","Signs include central cyanosis, apnoea, bradycardia, and poor feeding. However, these are not always specific, so pulse oximetry is strongly recommended.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.7989861369132996,0.8599779605865479,0.8283608555793762
What equipment is most suitable to detect hypoxaemia in hospitals?,"According to the context, pulse oximetry is considered the best method available for detecting and monitoring hypoxaemia. It is a non-invasive method that measures the percentage of oxygenated hemoglobin in arterial blood (SpO2) and is widely used to detect hypoxaemia in children. 

It is mentioned in the context that ""Pulse oximetry is the most accurate non-invasive method for detecting hypoxaemia"" and that ""When used correctly, pulse oximetry ensures the most efficient use of an expensive resource.""","Pulse oximeters are the most suitable non-invasive tool for detecting and monitoring hypoxaemia, particularly in children with respiratory conditions.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.862205445766449,0.9159351587295532,0.8882585763931274
When should oxygen therapy be started in children?,"According to the provided context, oxygen therapy should be started in children with certain conditions. According to recommendation 4, ""Children with emergency signs (obstructed or absent breathing, severe respiratory distress, central cyanosis, signs of shock, coma or reduced level of consciousness, convulsions, or signs of severe dehydration) should receive oxygen therapy during the resuscitation phase if their SpO2 is < 94%."" 

Additionally, according to recommendation 3, in children living at high altitude (> 2500 m above sea level), a lower level of saturation, such as SpO2 ≤ 87%, could be used as a threshold for giving oxygen.

It's also mentioned that children with emergency signs (such as obstructed or absent breathing, severe respiratory distress, central cyanosis, etc.) should receive oxygen therapy even if their SpO2 is not below 94%, as long as they have other emergency signs.","Oxygen should be given when SpO_ falls below 90%, or when clinical signs like central cyanosis, severe respiratory distress, or grunting are observed.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'recommendations_child_health_HNN']",1,1.0,0.8334420919418335,0.8861007690429688,0.8589651584625244
What are the main sources of oxygen in healthcare settings?,"According to the provided context, the main sources of oxygen in healthcare settings are:

1. Cylinders
2. Oxygen concentrators
3. Central piped oxygen

These sources were mentioned in section 4.1 Sources of oxygen in the document ""OXYGEN THERAPY FOR CHILDREN"".","The main sources are oxygen concentrators, cylinders, and central pipeline systems. Concentrators are especially suitable for low-resource settings due to their reliability and cost-effectiveness.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'preventable_deaths_HNN', 'Oxygen_Use_Inpatient_HNN']",1,1.0,0.842827320098877,0.8813874125480652,0.8616761565208435
What is the preferred method to deliver oxygen in infants?,"According to the context, the preferred method to deliver oxygen to young infants is using nasal prongs. It is mentioned that ""Nasal prongs are the best method for delivering oxygen to young infants and children with severe croup or pertussis."" Additionally, it is stated that ""Humidification is not required with nasal prongs"" and that the inspired oxygen concentration should be between 30–35% in young infants.","Nasal prongs are the preferred method due to their safety, efficiency, and low risk of complications. Standard flow rates vary by age and weight.",Oxygen_Therapy_child_HNN,"['Care_Children_HNN', 'Care_Children_HNN', 'Care_Children_HNN']",0,0.0,0.8312591910362244,0.8625938296318054,0.8466366529464722
Are face masks and head boxes recommended for children?,"Based on the provided context, it appears that face masks are recommended for children, but head boxes are not recommended due to concerns about carbon dioxide retention and interference with feeding. According to Recommendation 10, ""In newly-born babies requiring positive-pressure ventilation, ventilation should be initiated using a face-mask interface."" Additionally, Table 2 suggests that nasal prongs and nasal cannulas are the most efficient means of delivering oxygen to neonates, infants, and children, making face masks a preferred option.","No, face masks, head boxes, and tents are not recommended due to high oxygen consumption and risks such as carbon dioxide toxicity.",Oxygen_Therapy_child_HNN,"['Newborn_Reference_Manual_HNN', 'Oxygen_Therapy_child_HNN', 'newborn_resuscitation_HNN']",1,0.5,0.8491479158401489,0.9073405265808105,0.8772802948951721
What is the role of humidification in oxygen therapy?,"According to the provided context, humidification plays a crucial role in oxygen therapy, especially when oxygen is delivered through a nasopharyngeal catheter or for patients with an endotracheal tube or tracheostomy. However, for standard flow rates (0.5–1 L/min for neonates, 1–2 L/min for infants, and 1–4 L/min for older children) delivered through nasal catheters or nasal prongs, humidification is not necessary.

On the other hand, when oxygen is delivered at a higher-than-standard flow rate (> 4 L/min) through a nasal catheter or nasal prongs, humidification is necessary. Additionally, unheated bubble humidifiers can be used when oxygen is delivered by cylinders through a nasal catheter, especially when a nasopharyngeal catheter is used or if a higher-than-standard flow rate is used.

It's worth noting that heated humidifiers are more effective than unheated ones and are recommended for providing basic oxygen therapy at standard flow rates or at higher flow rates when a heated humidifier is not available. However, unheated bubble humidifiers can be used in certain situations, such as when oxygen is delivered by cylinders through a nasal catheter, if a nasopharyngeal catheter is used or if a higher-than-standard flow rate is used.

Overall, the need for humidification depends on the specific oxygen delivery method and flow rate.","Humidification is required only when oxygen is delivered via methods that bypass the nose, like nasopharyngeal catheters or with high-flow systems.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'recommendations_child_health_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.8166870474815369,0.8784157037734985,0.8464274406433105
What complications can arise from improper oxygen delivery?,"According to the provided context, improper oxygen delivery can lead to several complications in newborns, including:

* Retinopathy of prematurity (ROP), a severe form of abnormal eye development that can result in blindness
* Lung injury
* Chronic lung disease (also known as bronchopulmonary dysplasia), a serious consequence in extremely preterm infants
* Cumulative oxygen exposure leading to lung problems in moderately preterm babies
* Blindness in some survivors of premature infants due to low, but unmonitored, oxygen exposure

These complications can arise from inadequate regulation of oxygen use, including:

* 100% oxygen administration
* Unmonitored oxygen saturation during supplemental oxygen administration
* ""Prophylactic"" administration of oxygen to sick or at-risk newborns without clinical indication
* Environmental enrichment with oxygen (e.g., oxygen in incubator)
* Use of non-rebreathing masks or funnels to deliver oxygen
* Interrupted oxygen administration (rotating allocation of available oxygen)

Is there anything else you would like to know regarding oxygen delivery and its complications?","Complications include nasal bleeding, airway obstruction, gastric distension, and in severe cases, pneumothorax if high flow rates are used inappropriately.",Oxygen_Therapy_child_HNN,"['Oxygen_Use_Inpatient_HNN', 'Oxygen_Use_Inpatient_HNN', 'Oxygen_Therapy_child_HNN']",1,0.3333333333333333,0.7920021414756775,0.8495868444442749,0.8197845816612244
Why is oxygen therapy often unavailable in developing countries?,"According to the context, oxygen therapy is often unavailable in developing countries due to several reasons, including:

* Supplies are often unreliable, making oxygen treatment an ""accessible luxury"" for many patients.
* Poorly maintained, inappropriate equipment can diminish the benefits of treatment.
* Poorly trained staff may not know how to properly use oxygen therapy.
* Inadequate guidelines for oxygen therapy are lacking.

These factors contribute to the unavailability of oxygen therapy in many developing countries, particularly in small district hospitals.","Challenges include unreliable supply chains, lack of trained staff, poorly maintained equipment, and inadequate hospital infrastructure.",Oxygen_Therapy_child_HNN,"['Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Therapy_child_HNN']",1,1.0,0.8441301584243774,0.9009808897972107,0.871629536151886
Should oxygen therapy be used for all children with respiratory distress?,"According to the context, no, oxygen therapy should not be used with Continuous Positive Airway Pressure (CPAP) in term and preterm infants with moderate respiratory distress. Instead, they should receive 100% oxygen. However, in term infants with moderate respiratory distress, oxygen therapy should be guided by pulse oximetry, and the oxygen saturation target should be ≥ 92%. 

It's mentioned in Table 1 that ""Moderate respiratory distress: Term and preterm-acute - 100% oxygen should never be used with CPAP."" (Source: [END_OF_CONTEXT])","Not always. While oxygen is vital for hypoxaemic children, unnecessary use should be avoided. Pulse oximetry should guide decisions when possible.",Oxygen_Therapy_child_HNN,"['Oxygen_Use_Inpatient_HNN', 'recommendations_child_health_HNN', 'Oxygen_Therapy_child_HNN']",1,0.3333333333333333,0.8223342895507812,0.8858912587165833,0.8529304265975952
How should oxygen be administered in severely ill neonates?,"According to the provided context, in severely ill neonates, oxygen should be administered using a flow-control device that allows for low flow. This is stated in section 1.17 of the context: ""Small and sick newborns who require supplemental oxygen therapy receive it safely through appropriate neonatal equipment, including neonatal nasal prongs, low-flow meters, air–oxygen blenders, humidifiers and a pulse oximeter.""","Nasal prongs or catheters at low flow rates are preferred. Oxygen saturation should be maintained at or above 88%, but not exceeding 95% in preterm infants to avoid complications.",Oxygen_Therapy_child_HNN,"['Newborn_Reference_Manual_HNN', 'Retinopathy_Prematurity_HNN', 'care_small_newborns_who']",0,0.0,0.8377536535263062,0.8447613716125488,0.8412429094314575
What training is required to implement oxygen therapy safely?,"According to the context, nurses, midwives, physicians, and other health professionals who care for newborns receiving oxygen therapy should have specific training and demonstrated skills in various areas, including:

* Indications for oxygen use and setup of delivery systems
* Prevention of excessive oxygen concentrations
* Hygiene, infection prevention, and thermal protection when delivering oxygen
* Airway suctioning
* Monitoring frequency and adherence to target saturation ranges
* Documentation and use of data to review process and outcome measures
* Awareness of complications

Additionally, facility-specific standard operating policies and procedures, as well as the ability to maintain oxygen delivery systems, are also crucial for safe implementation.

It is also mentioned that biomedical engineers should oversee the systems used to deliver and monitor a continuous supply of oxygen, and that they should be responsible for scheduling calibration, cleaning, electrical safety checks, and repair/replacement of durable and consumable elements, such as probes and bacterial filters.

Overall, a comprehensive training program that covers these essential areas is necessary to ensure safe implementation of oxygen therapy in newborns.","Health workers should be trained to recognize signs of hypoxaemia, use and maintain pulse oximeters and concentrators, and correctly deliver oxygen using appropriate devices.",Oxygen_Therapy_child_HNN,"['Oxygen_Use_Inpatient_HNN', 'Oxygen_Therapy_child_HNN', 'Oxygen_Use_Inpatient_HNN']",1,0.5,0.8267552256584167,0.8720570802688599,0.8488021492958069
What are birth defects and why are they a global concern?,"According to the context provided, birth defects are defined as ""abnormalities of body structure or function that are present at birth and are of prenatal origin"" (1). They are synonymous with terms like ""birth defects"" or ""congenital abnormalities"", which have a more specific meaning.

Birth defects are a global concern because they result in a significant number of deaths and disabilities worldwide. According to the World Health Organization (WHO), an estimated 270,000 deaths globally were attributable to congenital anomalies during the first 28 days of life in 2010 (2). Neural tube defects (NTDs) are among the most serious and common of these anomalies.

The context highlights the importance of surveillance programs to monitor and track the burden of congenital anomalies, as they enable countries to better understand the scope of the issue, identify high-risk populations, and develop effective prevention and treatment strategies.

It is worth noting that the manual emphasizes the need for ongoing surveillance to prevent adverse health conditions and their complications, and to guide the planning, implementation, and evaluation of programs to minimize complications and adverse outcomes among those affected by congenital anomalies.","Birth defects are structural or functional abnormalities that occur during intrauterine life. They are a significant global concern because they cause long-term disability, infant mortality, and have a profound impact on individuals, families, and healthcare systems",Prevent_birth_defects_HNN,"['Birth_defects_HNN', 'Birth_defects_HNN', 'Birth_defects_HNN']",0,0.0,0.8296098113059998,0.8904526233673096,0.8589550852775574
